Subject,channel,exp_cond,value,Experiment,Condition,Base_task
Subj05,16,prod_sem_baseline_hbo,8.86E-08,Production,Semantic,Baseline
Subj05,17,prod_sem_baseline_hbo,4.38E-08,Production,Semantic,Baseline
Subj05,18,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj05,19,prod_sem_baseline_hbo,4.00E-08,Production,Semantic,Baseline
Subj05,20,prod_sem_baseline_hbo,5.69E-08,Production,Semantic,Baseline
Subj05,21,prod_sem_baseline_hbo,3.33E-08,Production,Semantic,Baseline
Subj05,22,prod_sem_baseline_hbo,1.07E-07,Production,Semantic,Baseline
Subj05,24,prod_sem_baseline_hbo,4.71E-08,Production,Semantic,Baseline
Subj05,25,prod_sem_baseline_hbo,1.48E-07,Production,Semantic,Baseline
Subj05,26,prod_sem_baseline_hbo,1.49E-07,Production,Semantic,Baseline
Subj05,27,prod_sem_baseline_hbo,3.27E-08,Production,Semantic,Baseline
Subj05,28,prod_sem_baseline_hbo,1.21E-07,Production,Semantic,Baseline
Subj05,29,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj05,30,prod_sem_baseline_hbo,1.59E-08,Production,Semantic,Baseline
Subj05,31,prod_sem_baseline_hbo,-1.68E-08,Production,Semantic,Baseline
Subj05,33,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj05,34,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj05,35,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj05,36,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj06,1,prod_sem_baseline_hbo,1.70E-07,Production,Semantic,Baseline
Subj06,2,prod_sem_baseline_hbo,-6.65E-08,Production,Semantic,Baseline
Subj06,3,prod_sem_baseline_hbo,9.17E-08,Production,Semantic,Baseline
Subj06,4,prod_sem_baseline_hbo,8.01E-08,Production,Semantic,Baseline
Subj06,6,prod_sem_baseline_hbo,2.89E-08,Production,Semantic,Baseline
Subj06,7,prod_sem_baseline_hbo,4.00E-08,Production,Semantic,Baseline
Subj06,8,prod_sem_baseline_hbo,-7.16E-08,Production,Semantic,Baseline
Subj06,9,prod_sem_baseline_hbo,1.12E-07,Production,Semantic,Baseline
Subj06,10,prod_sem_baseline_hbo,-9.07E-10,Production,Semantic,Baseline
Subj06,11,prod_sem_baseline_hbo,1.03E-07,Production,Semantic,Baseline
Subj06,12,prod_sem_baseline_hbo,-2.43E-07,Production,Semantic,Baseline
Subj06,13,prod_sem_baseline_hbo,-6.27E-08,Production,Semantic,Baseline
Subj06,15,prod_sem_baseline_hbo,8.45E-09,Production,Semantic,Baseline
Subj06,16,prod_sem_baseline_hbo,2.96E-09,Production,Semantic,Baseline
Subj06,17,prod_sem_baseline_hbo,-4.55E-08,Production,Semantic,Baseline
Subj06,18,prod_sem_baseline_hbo,-6.31E-08,Production,Semantic,Baseline
Subj06,19,prod_sem_baseline_hbo,8.50E-08,Production,Semantic,Baseline
Subj06,20,prod_sem_baseline_hbo,-1.72E-08,Production,Semantic,Baseline
Subj06,21,prod_sem_baseline_hbo,1.48E-07,Production,Semantic,Baseline
Subj06,22,prod_sem_baseline_hbo,2.40E-07,Production,Semantic,Baseline
Subj06,24,prod_sem_baseline_hbo,3.87E-09,Production,Semantic,Baseline
Subj06,25,prod_sem_baseline_hbo,1.12E-08,Production,Semantic,Baseline
Subj06,26,prod_sem_baseline_hbo,-5.50E-09,Production,Semantic,Baseline
Subj06,27,prod_sem_baseline_hbo,-5.53E-08,Production,Semantic,Baseline
Subj06,28,prod_sem_baseline_hbo,3.98E-08,Production,Semantic,Baseline
Subj06,29,prod_sem_baseline_hbo,-1.37E-08,Production,Semantic,Baseline
Subj06,30,prod_sem_baseline_hbo,1.20E-08,Production,Semantic,Baseline
Subj06,31,prod_sem_baseline_hbo,-6.36E-08,Production,Semantic,Baseline
Subj06,33,prod_sem_baseline_hbo,6.25E-08,Production,Semantic,Baseline
Subj06,34,prod_sem_baseline_hbo,-9.43E-08,Production,Semantic,Baseline
Subj06,35,prod_sem_baseline_hbo,-2.32E-08,Production,Semantic,Baseline
Subj06,36,prod_sem_baseline_hbo,-1.30E-07,Production,Semantic,Baseline
Subj07,1,prod_sem_baseline_hbo,-2.38E-08,Production,Semantic,Baseline
Subj07,2,prod_sem_baseline_hbo,2.87E-08,Production,Semantic,Baseline
Subj07,3,prod_sem_baseline_hbo,-2.49E-07,Production,Semantic,Baseline
Subj07,4,prod_sem_baseline_hbo,-2.99E-07,Production,Semantic,Baseline
Subj07,6,prod_sem_baseline_hbo,1.24E-07,Production,Semantic,Baseline
Subj07,7,prod_sem_baseline_hbo,-2.50E-07,Production,Semantic,Baseline
Subj07,8,prod_sem_baseline_hbo,-2.24E-07,Production,Semantic,Baseline
Subj07,9,prod_sem_baseline_hbo,-4.99E-07,Production,Semantic,Baseline
Subj07,10,prod_sem_baseline_hbo,-4.02E-07,Production,Semantic,Baseline
Subj07,11,prod_sem_baseline_hbo,-2.86E-07,Production,Semantic,Baseline
Subj07,12,prod_sem_baseline_hbo,-2.19E-07,Production,Semantic,Baseline
Subj07,13,prod_sem_baseline_hbo,-8.31E-08,Production,Semantic,Baseline
Subj07,15,prod_sem_baseline_hbo,-1.92E-08,Production,Semantic,Baseline
Subj07,16,prod_sem_baseline_hbo,6.77E-08,Production,Semantic,Baseline
Subj07,17,prod_sem_baseline_hbo,1.14E-08,Production,Semantic,Baseline
Subj07,18,prod_sem_baseline_hbo,-1.78E-07,Production,Semantic,Baseline
Subj07,19,prod_sem_baseline_hbo,-1.53E-07,Production,Semantic,Baseline
Subj07,20,prod_sem_baseline_hbo,-1.44E-07,Production,Semantic,Baseline
Subj07,21,prod_sem_baseline_hbo,-2.68E-07,Production,Semantic,Baseline
Subj07,22,prod_sem_baseline_hbo,-5.36E-07,Production,Semantic,Baseline
Subj07,24,prod_sem_baseline_hbo,-3.66E-07,Production,Semantic,Baseline
Subj07,25,prod_sem_baseline_hbo,-5.82E-07,Production,Semantic,Baseline
Subj07,26,prod_sem_baseline_hbo,-7.76E-08,Production,Semantic,Baseline
Subj07,27,prod_sem_baseline_hbo,2.54E-08,Production,Semantic,Baseline
Subj07,28,prod_sem_baseline_hbo,-1.69E-07,Production,Semantic,Baseline
Subj07,29,prod_sem_baseline_hbo,-9.70E-08,Production,Semantic,Baseline
Subj07,30,prod_sem_baseline_hbo,-9.13E-08,Production,Semantic,Baseline
Subj07,31,prod_sem_baseline_hbo,-8.74E-08,Production,Semantic,Baseline
Subj07,33,prod_sem_baseline_hbo,-4.70E-08,Production,Semantic,Baseline
Subj07,34,prod_sem_baseline_hbo,-1.39E-07,Production,Semantic,Baseline
Subj07,35,prod_sem_baseline_hbo,-4.86E-08,Production,Semantic,Baseline
Subj07,36,prod_sem_baseline_hbo,5.03E-08,Production,Semantic,Baseline
Subj08,1,prod_sem_baseline_hbo,-1.74E-07,Production,Semantic,Baseline
Subj08,2,prod_sem_baseline_hbo,-9.87E-08,Production,Semantic,Baseline
Subj08,3,prod_sem_baseline_hbo,-6.20E-08,Production,Semantic,Baseline
Subj08,4,prod_sem_baseline_hbo,-8.41E-08,Production,Semantic,Baseline
Subj08,6,prod_sem_baseline_hbo,3.43E-08,Production,Semantic,Baseline
Subj08,7,prod_sem_baseline_hbo,-6.49E-08,Production,Semantic,Baseline
Subj08,8,prod_sem_baseline_hbo,-1.46E-07,Production,Semantic,Baseline
Subj08,9,prod_sem_baseline_hbo,-2.57E-07,Production,Semantic,Baseline
Subj08,10,prod_sem_baseline_hbo,6.86E-09,Production,Semantic,Baseline
Subj08,11,prod_sem_baseline_hbo,-1.20E-07,Production,Semantic,Baseline
Subj08,12,prod_sem_baseline_hbo,-1.88E-07,Production,Semantic,Baseline
Subj08,13,prod_sem_baseline_hbo,3.61E-08,Production,Semantic,Baseline
Subj08,15,prod_sem_baseline_hbo,9.53E-09,Production,Semantic,Baseline
Subj08,16,prod_sem_baseline_hbo,1.51E-08,Production,Semantic,Baseline
Subj08,17,prod_sem_baseline_hbo,-2.50E-07,Production,Semantic,Baseline
Subj08,18,prod_sem_baseline_hbo,-1.94E-07,Production,Semantic,Baseline
Subj08,19,prod_sem_baseline_hbo,-7.09E-08,Production,Semantic,Baseline
Subj08,20,prod_sem_baseline_hbo,-7.58E-08,Production,Semantic,Baseline
Subj08,21,prod_sem_baseline_hbo,-3.13E-09,Production,Semantic,Baseline
Subj08,22,prod_sem_baseline_hbo,8.39E-08,Production,Semantic,Baseline
Subj08,24,prod_sem_baseline_hbo,4.74E-08,Production,Semantic,Baseline
Subj08,25,prod_sem_baseline_hbo,1.08E-08,Production,Semantic,Baseline
Subj08,26,prod_sem_baseline_hbo,-4.60E-08,Production,Semantic,Baseline
Subj08,27,prod_sem_baseline_hbo,-8.05E-08,Production,Semantic,Baseline
Subj08,28,prod_sem_baseline_hbo,-7.11E-08,Production,Semantic,Baseline
Subj08,29,prod_sem_baseline_hbo,3.46E-09,Production,Semantic,Baseline
Subj08,30,prod_sem_baseline_hbo,-1.56E-07,Production,Semantic,Baseline
Subj08,31,prod_sem_baseline_hbo,-1.36E-07,Production,Semantic,Baseline
Subj08,33,prod_sem_baseline_hbo,5.34E-08,Production,Semantic,Baseline
Subj08,34,prod_sem_baseline_hbo,-1.62E-08,Production,Semantic,Baseline
Subj08,35,prod_sem_baseline_hbo,2.04E-07,Production,Semantic,Baseline
Subj08,36,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj10,1,prod_sem_baseline_hbo,-1.34E-07,Production,Semantic,Baseline
Subj10,2,prod_sem_baseline_hbo,-1.05E-07,Production,Semantic,Baseline
Subj10,3,prod_sem_baseline_hbo,-3.78E-07,Production,Semantic,Baseline
Subj10,4,prod_sem_baseline_hbo,-1.97E-07,Production,Semantic,Baseline
Subj10,6,prod_sem_baseline_hbo,-5.86E-08,Production,Semantic,Baseline
Subj10,7,prod_sem_baseline_hbo,-1.05E-07,Production,Semantic,Baseline
Subj10,8,prod_sem_baseline_hbo,-7.67E-08,Production,Semantic,Baseline
Subj10,9,prod_sem_baseline_hbo,-3.13E-07,Production,Semantic,Baseline
Subj10,10,prod_sem_baseline_hbo,-1.50E-07,Production,Semantic,Baseline
Subj10,11,prod_sem_baseline_hbo,-1.43E-07,Production,Semantic,Baseline
Subj10,12,prod_sem_baseline_hbo,-3.68E-07,Production,Semantic,Baseline
Subj10,13,prod_sem_baseline_hbo,-2.22E-07,Production,Semantic,Baseline
Subj10,15,prod_sem_baseline_hbo,-8.27E-08,Production,Semantic,Baseline
Subj10,16,prod_sem_baseline_hbo,-1.09E-07,Production,Semantic,Baseline
Subj10,17,prod_sem_baseline_hbo,-1.84E-07,Production,Semantic,Baseline
Subj10,18,prod_sem_baseline_hbo,-1.53E-07,Production,Semantic,Baseline
Subj10,19,prod_sem_baseline_hbo,-1.74E-08,Production,Semantic,Baseline
Subj10,20,prod_sem_baseline_hbo,-2.23E-07,Production,Semantic,Baseline
Subj10,21,prod_sem_baseline_hbo,-3.49E-08,Production,Semantic,Baseline
Subj10,22,prod_sem_baseline_hbo,1.28E-08,Production,Semantic,Baseline
Subj10,24,prod_sem_baseline_hbo,-1.67E-07,Production,Semantic,Baseline
Subj10,25,prod_sem_baseline_hbo,-9.66E-08,Production,Semantic,Baseline
Subj10,26,prod_sem_baseline_hbo,8.11E-08,Production,Semantic,Baseline
Subj10,27,prod_sem_baseline_hbo,-2.53E-07,Production,Semantic,Baseline
Subj10,28,prod_sem_baseline_hbo,-1.27E-08,Production,Semantic,Baseline
Subj10,29,prod_sem_baseline_hbo,-5.74E-09,Production,Semantic,Baseline
Subj10,30,prod_sem_baseline_hbo,-1.72E-07,Production,Semantic,Baseline
Subj10,31,prod_sem_baseline_hbo,-2.60E-07,Production,Semantic,Baseline
Subj10,33,prod_sem_baseline_hbo,-3.95E-08,Production,Semantic,Baseline
Subj10,34,prod_sem_baseline_hbo,-9.50E-09,Production,Semantic,Baseline
Subj10,35,prod_sem_baseline_hbo,-3.01E-07,Production,Semantic,Baseline
Subj10,36,prod_sem_baseline_hbo,-2.46E-07,Production,Semantic,Baseline
Subj11,1,prod_sem_baseline_hbo,-1.65E-07,Production,Semantic,Baseline
Subj11,2,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,3,prod_sem_baseline_hbo,-1.12E-07,Production,Semantic,Baseline
Subj11,4,prod_sem_baseline_hbo,-1.85E-07,Production,Semantic,Baseline
Subj11,6,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,7,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,8,prod_sem_baseline_hbo,-2.76E-08,Production,Semantic,Baseline
Subj11,9,prod_sem_baseline_hbo,-1.04E-07,Production,Semantic,Baseline
Subj11,10,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,11,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,12,prod_sem_baseline_hbo,-3.51E-08,Production,Semantic,Baseline
Subj11,13,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,15,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,16,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,17,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,18,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,19,prod_sem_baseline_hbo,-1.45E-07,Production,Semantic,Baseline
Subj11,20,prod_sem_baseline_hbo,4.13E-08,Production,Semantic,Baseline
Subj11,21,prod_sem_baseline_hbo,3.44E-08,Production,Semantic,Baseline
Subj11,22,prod_sem_baseline_hbo,7.83E-08,Production,Semantic,Baseline
Subj11,24,prod_sem_baseline_hbo,1.08E-07,Production,Semantic,Baseline
Subj11,25,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,26,prod_sem_baseline_hbo,-5.44E-08,Production,Semantic,Baseline
Subj11,27,prod_sem_baseline_hbo,-8.36E-08,Production,Semantic,Baseline
Subj11,28,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,29,prod_sem_baseline_hbo,-1.06E-07,Production,Semantic,Baseline
Subj11,30,prod_sem_baseline_hbo,-1.93E-07,Production,Semantic,Baseline
Subj11,31,prod_sem_baseline_hbo,-2.54E-07,Production,Semantic,Baseline
Subj11,33,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,34,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,35,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj11,36,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,1,prod_sem_baseline_hbo,2.08E-07,Production,Semantic,Baseline
Subj12,2,prod_sem_baseline_hbo,5.66E-08,Production,Semantic,Baseline
Subj12,3,prod_sem_baseline_hbo,8.86E-08,Production,Semantic,Baseline
Subj12,4,prod_sem_baseline_hbo,8.62E-08,Production,Semantic,Baseline
Subj12,6,prod_sem_baseline_hbo,-8.83E-10,Production,Semantic,Baseline
Subj12,7,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,8,prod_sem_baseline_hbo,5.27E-08,Production,Semantic,Baseline
Subj12,9,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,10,prod_sem_baseline_hbo,5.46E-08,Production,Semantic,Baseline
Subj12,11,prod_sem_baseline_hbo,9.99E-08,Production,Semantic,Baseline
Subj12,12,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,13,prod_sem_baseline_hbo,-3.40E-07,Production,Semantic,Baseline
Subj12,15,prod_sem_baseline_hbo,-1.24E-07,Production,Semantic,Baseline
Subj12,16,prod_sem_baseline_hbo,-2.18E-07,Production,Semantic,Baseline
Subj12,17,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,18,prod_sem_baseline_hbo,-2.56E-07,Production,Semantic,Baseline
Subj12,19,prod_sem_baseline_hbo,8.62E-08,Production,Semantic,Baseline
Subj12,20,prod_sem_baseline_hbo,-1.34E-08,Production,Semantic,Baseline
Subj12,21,prod_sem_baseline_hbo,1.16E-07,Production,Semantic,Baseline
Subj12,22,prod_sem_baseline_hbo,1.63E-07,Production,Semantic,Baseline
Subj12,24,prod_sem_baseline_hbo,6.55E-08,Production,Semantic,Baseline
Subj12,25,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,26,prod_sem_baseline_hbo,1.38E-07,Production,Semantic,Baseline
Subj12,27,prod_sem_baseline_hbo,1.96E-08,Production,Semantic,Baseline
Subj12,28,prod_sem_baseline_hbo,1.22E-07,Production,Semantic,Baseline
Subj12,29,prod_sem_baseline_hbo,1.54E-07,Production,Semantic,Baseline
Subj12,30,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,31,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,33,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,34,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj12,35,prod_sem_baseline_hbo,-1.18E-07,Production,Semantic,Baseline
Subj12,36,prod_sem_baseline_hbo,4.58E-08,Production,Semantic,Baseline
Subj13,1,prod_sem_baseline_hbo,1.02E-07,Production,Semantic,Baseline
Subj13,2,prod_sem_baseline_hbo,1.00E-07,Production,Semantic,Baseline
Subj13,3,prod_sem_baseline_hbo,8.44E-08,Production,Semantic,Baseline
Subj13,4,prod_sem_baseline_hbo,8.42E-08,Production,Semantic,Baseline
Subj13,6,prod_sem_baseline_hbo,4.27E-08,Production,Semantic,Baseline
Subj13,7,prod_sem_baseline_hbo,5.30E-08,Production,Semantic,Baseline
Subj13,8,prod_sem_baseline_hbo,1.07E-07,Production,Semantic,Baseline
Subj13,9,prod_sem_baseline_hbo,1.21E-07,Production,Semantic,Baseline
Subj13,10,prod_sem_baseline_hbo,1.36E-07,Production,Semantic,Baseline
Subj13,11,prod_sem_baseline_hbo,1.44E-07,Production,Semantic,Baseline
Subj13,12,prod_sem_baseline_hbo,1.45E-07,Production,Semantic,Baseline
Subj13,13,prod_sem_baseline_hbo,1.85E-07,Production,Semantic,Baseline
Subj13,15,prod_sem_baseline_hbo,1.02E-07,Production,Semantic,Baseline
Subj13,16,prod_sem_baseline_hbo,1.34E-07,Production,Semantic,Baseline
Subj13,17,prod_sem_baseline_hbo,1.70E-07,Production,Semantic,Baseline
Subj13,18,prod_sem_baseline_hbo,1.50E-07,Production,Semantic,Baseline
Subj13,19,prod_sem_baseline_hbo,1.05E-07,Production,Semantic,Baseline
Subj13,20,prod_sem_baseline_hbo,8.09E-08,Production,Semantic,Baseline
Subj13,21,prod_sem_baseline_hbo,1.05E-07,Production,Semantic,Baseline
Subj13,22,prod_sem_baseline_hbo,8.17E-08,Production,Semantic,Baseline
Subj13,24,prod_sem_baseline_hbo,8.15E-08,Production,Semantic,Baseline
Subj13,25,prod_sem_baseline_hbo,1.02E-07,Production,Semantic,Baseline
Subj13,26,prod_sem_baseline_hbo,6.36E-08,Production,Semantic,Baseline
Subj13,27,prod_sem_baseline_hbo,3.41E-08,Production,Semantic,Baseline
Subj13,28,prod_sem_baseline_hbo,9.64E-08,Production,Semantic,Baseline
Subj13,29,prod_sem_baseline_hbo,6.36E-08,Production,Semantic,Baseline
Subj13,30,prod_sem_baseline_hbo,3.15E-08,Production,Semantic,Baseline
Subj13,31,prod_sem_baseline_hbo,-1.24E-08,Production,Semantic,Baseline
Subj13,33,prod_sem_baseline_hbo,4.48E-08,Production,Semantic,Baseline
Subj13,34,prod_sem_baseline_hbo,3.67E-08,Production,Semantic,Baseline
Subj13,35,prod_sem_baseline_hbo,3.25E-08,Production,Semantic,Baseline
Subj13,36,prod_sem_baseline_hbo,1.70E-08,Production,Semantic,Baseline
Subj14,1,prod_sem_baseline_hbo,-1.87E-08,Production,Semantic,Baseline
Subj14,2,prod_sem_baseline_hbo,7.44E-08,Production,Semantic,Baseline
Subj14,3,prod_sem_baseline_hbo,-1.01E-07,Production,Semantic,Baseline
Subj14,4,prod_sem_baseline_hbo,2.99E-08,Production,Semantic,Baseline
Subj14,6,prod_sem_baseline_hbo,2.12E-08,Production,Semantic,Baseline
Subj14,7,prod_sem_baseline_hbo,5.45E-08,Production,Semantic,Baseline
Subj14,8,prod_sem_baseline_hbo,1.86E-09,Production,Semantic,Baseline
Subj14,9,prod_sem_baseline_hbo,-4.34E-08,Production,Semantic,Baseline
Subj14,10,prod_sem_baseline_hbo,-1.67E-07,Production,Semantic,Baseline
Subj14,11,prod_sem_baseline_hbo,-1.20E-07,Production,Semantic,Baseline
Subj14,12,prod_sem_baseline_hbo,-3.18E-08,Production,Semantic,Baseline
Subj14,13,prod_sem_baseline_hbo,3.82E-08,Production,Semantic,Baseline
Subj14,15,prod_sem_baseline_hbo,-2.52E-08,Production,Semantic,Baseline
Subj14,16,prod_sem_baseline_hbo,5.03E-08,Production,Semantic,Baseline
Subj14,17,prod_sem_baseline_hbo,-1.01E-07,Production,Semantic,Baseline
Subj14,18,prod_sem_baseline_hbo,7.90E-08,Production,Semantic,Baseline
Subj14,19,prod_sem_baseline_hbo,-2.25E-08,Production,Semantic,Baseline
Subj14,20,prod_sem_baseline_hbo,7.46E-08,Production,Semantic,Baseline
Subj14,21,prod_sem_baseline_hbo,1.34E-08,Production,Semantic,Baseline
Subj14,22,prod_sem_baseline_hbo,1.41E-07,Production,Semantic,Baseline
Subj14,24,prod_sem_baseline_hbo,6.99E-08,Production,Semantic,Baseline
Subj14,25,prod_sem_baseline_hbo,-2.06E-08,Production,Semantic,Baseline
Subj14,26,prod_sem_baseline_hbo,-8.02E-08,Production,Semantic,Baseline
Subj14,27,prod_sem_baseline_hbo,-4.47E-08,Production,Semantic,Baseline
Subj14,28,prod_sem_baseline_hbo,8.62E-08,Production,Semantic,Baseline
Subj14,29,prod_sem_baseline_hbo,-1.30E-07,Production,Semantic,Baseline
Subj14,30,prod_sem_baseline_hbo,-4.02E-08,Production,Semantic,Baseline
Subj14,31,prod_sem_baseline_hbo,-1.71E-07,Production,Semantic,Baseline
Subj14,33,prod_sem_baseline_hbo,-3.45E-10,Production,Semantic,Baseline
Subj14,34,prod_sem_baseline_hbo,-1.95E-08,Production,Semantic,Baseline
Subj14,35,prod_sem_baseline_hbo,-8.90E-08,Production,Semantic,Baseline
Subj14,36,prod_sem_baseline_hbo,6.02E-08,Production,Semantic,Baseline
Subj15,1,prod_sem_baseline_hbo,-8.12E-08,Production,Semantic,Baseline
Subj15,2,prod_sem_baseline_hbo,-4.55E-09,Production,Semantic,Baseline
Subj15,3,prod_sem_baseline_hbo,-4.08E-08,Production,Semantic,Baseline
Subj15,4,prod_sem_baseline_hbo,-1.06E-07,Production,Semantic,Baseline
Subj15,6,prod_sem_baseline_hbo,5.46E-08,Production,Semantic,Baseline
Subj15,7,prod_sem_baseline_hbo,4.15E-08,Production,Semantic,Baseline
Subj15,8,prod_sem_baseline_hbo,2.33E-08,Production,Semantic,Baseline
Subj15,9,prod_sem_baseline_hbo,-1.47E-08,Production,Semantic,Baseline
Subj15,10,prod_sem_baseline_hbo,-1.41E-07,Production,Semantic,Baseline
Subj15,11,prod_sem_baseline_hbo,-2.41E-07,Production,Semantic,Baseline
Subj15,12,prod_sem_baseline_hbo,9.90E-09,Production,Semantic,Baseline
Subj15,13,prod_sem_baseline_hbo,-1.22E-07,Production,Semantic,Baseline
Subj15,15,prod_sem_baseline_hbo,-1.40E-07,Production,Semantic,Baseline
Subj15,16,prod_sem_baseline_hbo,1.47E-07,Production,Semantic,Baseline
Subj15,17,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj15,18,prod_sem_baseline_hbo,2.18E-07,Production,Semantic,Baseline
Subj15,19,prod_sem_baseline_hbo,-6.80E-08,Production,Semantic,Baseline
Subj15,20,prod_sem_baseline_hbo,-6.00E-08,Production,Semantic,Baseline
Subj15,21,prod_sem_baseline_hbo,-4.35E-08,Production,Semantic,Baseline
Subj15,22,prod_sem_baseline_hbo,-1.38E-07,Production,Semantic,Baseline
Subj15,24,prod_sem_baseline_hbo,-6.99E-08,Production,Semantic,Baseline
Subj15,25,prod_sem_baseline_hbo,-1.06E-08,Production,Semantic,Baseline
Subj15,26,prod_sem_baseline_hbo,-5.75E-08,Production,Semantic,Baseline
Subj15,27,prod_sem_baseline_hbo,3.19E-08,Production,Semantic,Baseline
Subj15,28,prod_sem_baseline_hbo,-1.59E-09,Production,Semantic,Baseline
Subj15,29,prod_sem_baseline_hbo,-5.02E-08,Production,Semantic,Baseline
Subj15,30,prod_sem_baseline_hbo,8.01E-08,Production,Semantic,Baseline
Subj15,31,prod_sem_baseline_hbo,2.42E-07,Production,Semantic,Baseline
Subj15,33,prod_sem_baseline_hbo,-1.49E-08,Production,Semantic,Baseline
Subj15,34,prod_sem_baseline_hbo,-5.20E-08,Production,Semantic,Baseline
Subj15,35,prod_sem_baseline_hbo,1.01E-07,Production,Semantic,Baseline
Subj15,36,prod_sem_baseline_hbo,-5.28E-08,Production,Semantic,Baseline
Subj16,1,prod_sem_baseline_hbo,-9.45E-08,Production,Semantic,Baseline
Subj16,2,prod_sem_baseline_hbo,9.50E-08,Production,Semantic,Baseline
Subj16,3,prod_sem_baseline_hbo,-5.46E-08,Production,Semantic,Baseline
Subj16,4,prod_sem_baseline_hbo,1.65E-08,Production,Semantic,Baseline
Subj16,6,prod_sem_baseline_hbo,8.19E-08,Production,Semantic,Baseline
Subj16,7,prod_sem_baseline_hbo,1.77E-07,Production,Semantic,Baseline
Subj16,8,prod_sem_baseline_hbo,-4.44E-08,Production,Semantic,Baseline
Subj16,9,prod_sem_baseline_hbo,1.71E-07,Production,Semantic,Baseline
Subj16,10,prod_sem_baseline_hbo,-4.50E-08,Production,Semantic,Baseline
Subj16,11,prod_sem_baseline_hbo,-3.91E-09,Production,Semantic,Baseline
Subj16,12,prod_sem_baseline_hbo,5.67E-08,Production,Semantic,Baseline
Subj16,13,prod_sem_baseline_hbo,-1.64E-07,Production,Semantic,Baseline
Subj16,15,prod_sem_baseline_hbo,-1.50E-07,Production,Semantic,Baseline
Subj16,16,prod_sem_baseline_hbo,1.53E-07,Production,Semantic,Baseline
Subj16,17,prod_sem_baseline_hbo,NA,Production,Semantic,Baseline
Subj16,18,prod_sem_baseline_hbo,2.84E-07,Production,Semantic,Baseline
Subj16,19,prod_sem_baseline_hbo,-3.94E-08,Production,Semantic,Baseline
Subj16,20,prod_sem_baseline_hbo,-4.60E-08,Production,Semantic,Baseline
Subj16,21,prod_sem_baseline_hbo,-2.95E-08,Production,Semantic,Baseline
Subj16,22,prod_sem_baseline_hbo,-1.97E-07,Production,Semantic,Baseline
Subj16,24,prod_sem_baseline_hbo,-1.22E-07,Production,Semantic,Baseline
Subj16,25,prod_sem_baseline_hbo,-1.63E-08,Production,Semantic,Baseline
Subj16,26,prod_sem_baseline_hbo,-1.19E-07,Production,Semantic,Baseline
Subj16,27,prod_sem_baseline_hbo,-3.95E-08,Production,Semantic,Baseline
Subj16,28,prod_sem_baseline_hbo,-4.22E-08,Production,Semantic,Baseline
Subj16,29,prod_sem_baseline_hbo,-9.28E-08,Production,Semantic,Baseline
Subj16,30,prod_sem_baseline_hbo,5.70E-08,Production,Semantic,Baseline
Subj16,31,prod_sem_baseline_hbo,1.54E-07,Production,Semantic,Baseline
Subj16,33,prod_sem_baseline_hbo,-1.65E-07,Production,Semantic,Baseline
Subj16,34,prod_sem_baseline_hbo,-1.78E-07,Production,Semantic,Baseline
Subj16,35,prod_sem_baseline_hbo,7.37E-08,Production,Semantic,Baseline
Subj16,36,prod_sem_baseline_hbo,-1.23E-07,Production,Semantic,Baseline
